Date,SPX.Index,SPX.Index.return,VIX.Index,VIX.Index.return,SPJGBV.Index,SPJGBV.Index.return,TYVIX.Index,TYVIX.Index.return,AGG.US.Equity,AGG.US.Equity.return,LQD.US.Equity,LQD.US.Equity.return,HYG.US.Equity,HYG.US.Equity.return,VXHYG.Index,VXHYG.Index.return,IEF.US.Equity,IEF.US.Equity.return,VXIEF.Index,VXIEF.Index.return,V2X.Index,V2X.Index.return
4/4/90,341.09,-0.006967,22.03,0.077789,,,,,,,,,,,,,,,,,,
4/5/90,340.73,-0.001032,21.21,-0.037222,,,,,,,,,,,,,,,,,,
4/6/90,340.08,-0.001811,21.76,0.025931,,,,,,,,,,,,,,,,,,
4/9/90,341.37,0.003814,22.3,0.024816,,,,,,,,,,,,,,,,,,
4/10/90,342.07,0.002051,21.69,-0.027354,,,,,,,,,,,,,,,,,,
4/11/90,341.92,-0.000434,17.73,-0.182573,,,,,,,,,,,,,,,,,,
4/12/90,344.34,0.00717,19.8,0.116751,,,,,,,,,,,,,,,,,,
4/16/90,344.74,0.001257,20.75,0.04798,,,,,,,,,,,,,,,,,,
4/17/90,344.68,-0.000157,20.38,-0.017831,,,,,,,,,,,,,,,,,,
4/18/90,340.72,-0.011452,22.67,0.112365,,,,,,,,,,,,,,,,,,
4/19/90,338.09,-0.007701,22.46,-0.009263,,,,,,,,,,,,,,,,,,
4/20/90,335.12,-0.008757,23.33,0.038736,,,,,,,,,,,,,,,,,,
4/23/90,331.05,-0.012097,24.16,0.035577,,,,,,,,,,,,,,,,,,
4/24/90,330.36,-0.002015,21.7,-0.101821,,,,,,,,,,,,,,,,,,
4/25/90,332.03,0.005134,20.86,-0.03871,,,,,,,,,,,,,,,,,,
4/26/90,332.92,0.002842,20.25,-0.029243,,,,,,,,,,,,,,,,,,
4/27/90,329.11,-0.011416,22.19,0.095802,,,,,,,,,,,,,,,,,,
4/30/90,330.8,0.005375,19.52,-0.120324,,,,,,,,,,,,,,,,,,
5/1/90,332.25,0.00465,18.43,-0.05584,,,,,,,,,,,,,,,,,,
5/2/90,334.48,0.00676,19.32,0.048291,,,,,,,,,,,,,,,,,,
5/3/90,335.57,0.003561,17.81,-0.078157,,,,,,,,,,,,,,,,,,
5/4/90,338.39,0.008922,17.28,-0.029759,,,,,,,,,,,,,,,,,,
5/7/90,340.53,0.006586,17.65,0.021412,,,,,,,,,,,,,,,,,,
5/8/90,342.01,0.004711,18.49,0.047592,,,,,,,,,,,,,,,,,,
5/9/90,342.86,0.002686,18.64,0.008112,,,,,,,,,,,,,,,,,,
5/10/90,343.82,0.002946,18.59,-0.002682,,,,,,,,,,,,,,,,,,
5/11/90,352,0.024028,19.81,0.065627,,,,,,,,,,,,,,,,,,
5/14/90,354.75,0.008289,20.14,0.016658,,,,,,,,,,,,,,,,,,
5/15/90,354.28,-0.001274,19.49,-0.032274,,,,,,,,,,,,,,,,,,
5/16/90,354,-0.000582,17.71,-0.091329,,,,,,,,,,,,,,,,,,
5/17/90,354.47,0.00137,17.27,-0.024845,,,,,,,,,,,,,,,,,,
5/18/90,354.64,0.000484,17.2,-0.004053,,,,,,,,,,,,,,,,,,
5/21/90,358,0.0097,16.72,-0.027907,,,,,,,,,,,,,,,,,,
5/22/90,358.43,0.001758,17.84,0.066986,,,,,,,,,,,,,,,,,,
5/23/90,359.29,0.002429,17.18,-0.036996,,,,,,,,,,,,,,,,,,
5/24/90,358.41,-0.002329,17.7,0.030268,,,,,,,,,,,,,,,,,,
5/25/90,354.58,-0.010237,17.32,-0.021469,,,,,,,,,,,,,,,,,,
5/29/90,360.65,0.017359,18.75,0.082564,,,,,,,,,,,,,,,,,,
5/30/90,360.86,0.000615,17.44,-0.069867,,,,,,,,,,,,,,,,,,
5/31/90,361.23,0.001215,17.37,-0.004014,,,,,,,,,,,,,,,,,,
6/1/90,363.16,0.005431,17.09,-0.01612,,,,,,,,,,,,,,,,,,
6/4/90,367.4,0.011861,18.39,0.076068,,,,,,,,,,,,,,,,,,
6/5/90,366.64,-0.001926,18.97,0.031539,,,,,,,,,,,,,,,,,,
6/6/90,364.96,-0.004543,17.42,-0.081708,,,,,,,,,,,,,,,,,,
6/7/90,363.15,-0.004916,16.88,-0.030999,,,,,,,,,,,,,,,,,,
6/8/90,358.71,-0.012207,17.58,0.041469,,,,,,,,,,,,,,,,,,
6/11/90,361.63,0.008578,16.34,-0.070535,,,,,,,,,,,,,,,,,,
6/12/90,366.25,0.012822,16.6,0.015912,,,,,,,,,,,,,,,,,,
6/13/90,364.9,-0.003652,17.38,0.046988,,,,,,,,,,,,,,,,,,
6/14/90,362.9,-0.005448,17.4,0.001151,,,,,,,,,,,,,,,,,,
6/15/90,362.91,3.70E-05,15.9,-0.086207,,,,,,,,,,,,,,,,,,
6/18/90,356.88,-0.016577,17.71,0.113836,,,,,,,,,,,,,,,,,,
6/19/90,358.47,0.004555,15.23,-0.140034,,,,,,,,,,,,,,,,,,
6/20/90,359.1,0.001777,15.27,0.002626,,,,,,,,,,,,,,,,,,
6/21/90,360.47,0.003816,14.72,-0.036018,,,,,,,,,,,,,,,,,,
6/22/90,355.43,-0.013978,19.36,0.315217,,,,,,,,,,,,,,,,,,
6/25/90,352.31,-0.008227,17.06,-0.118802,,,,,,,,,,,,,,,,,,
6/26/90,352.06,-0.00067,16.29,-0.045135,,,,,,,,,,,,,,,,,,
6/27/90,355.14,0.008769,16,-0.017802,,,,,,,,,,,,,,,,,,
6/28/90,357.63,0.007096,16.18,0.01125,,,,,,,,,,,,,,,,,,
6/29/90,358.02,0.001285,15.5,-0.042027,,,,,,,,,,,,,,,,,,
7/2/90,359.54,0.004265,16.26,0.049032,,,,,,,,,,,,,,,,,,
7/3/90,360.16,0.002143,16.11,-0.009225,,,,,,,,,,,,,,,,,,
7/5/90,355.68,-0.012281,17.25,0.070764,,,,,,,,,,,,,,,,,,
7/6/90,358.42,0.007704,16.41,-0.048696,,,,,,,,,,,,,,,,,,
7/9/90,359.52,0.003149,16.66,0.015235,,,,,,,,,,,,,,,,,,
7/10/90,356.49,-0.008408,16.92,0.015606,,,,,,,,,,,,,,,,,,
7/11/90,361.23,0.013308,16.68,-0.014184,,,,,,,,,,,,,,,,,,
7/12/90,365.44,0.011655,17.06,0.022782,,,,,,,,,,,,,,,,,,
7/13/90,367.31,0.005117,17.09,0.001758,,,,,,,,,,,,,,,,,,
7/16/90,368.95,0.004671,16.75,-0.019895,,,,,,,,,,,,,,,,,,
7/17/90,367.52,-0.003853,16.66,-0.005373,,,,,,,,,,,,,,,,,,
7/18/90,364.22,-0.008943,18.9,0.134454,,,,,,,,,,,,,,,,,,
7/19/90,365.32,0.003036,18.56,-0.017989,,,,,,,,,,,,,,,,,,
7/20/90,361.61,-0.010145,15.63,-0.157866,,,,,,,,,,,,,,,,,,
7/23/90,355.31,-0.01738,23.68,0.515035,,,,,,,,,,,,,,,,,,
7/24/90,355.79,0.001356,21.79,-0.079814,,,,,,,,,,,,,,,,,,
7/25/90,357.09,0.003702,20.19,-0.073428,,,,,,,,,,,,,,,,,,
7/26/90,355.91,-0.003229,20.26,0.003467,,,,,,,,,,,,,,,,,,
7/27/90,353.44,-0.006778,21.12,0.042448,,,,,,,,,,,,,,,,,,
7/30/90,355.55,0.006212,21.16,0.001894,,,,,,,,,,,,,,,,,,
7/31/90,356.15,0.00204,21.11,-0.002363,,,,,,,,,,,,,,,,,,
8/1/90,355.52,-0.001724,21.64,0.025107,,,,,,,,,,,,,,,,,,
8/2/90,351.48,-0.011202,20.43,-0.055915,,,,,,,,,,,,,,,,,,
8/3/90,344.86,-0.018672,28.74,0.406755,,,,,,,,,,,,,,,,,,
8/6/90,334.43,-0.029605,35.91,0.249478,,,,,,,,,,,,,,,,,,
8/7/90,334.83,0.001653,32.75,-0.087998,,,,,,,,,,,,,,,,,,
8/8/90,338.35,0.010528,28.27,-0.136794,,,,,,,,,,,,,,,,,,
8/9/90,339.94,0.004938,24.39,-0.137248,,,,,,,,,,,,,,,,,,
8/10/90,335.52,-0.012706,25.75,0.055761,,,,,,,,,,,,,,,,,,
8/13/90,338.84,0.010198,25.74,-0.000388,,,,,,,,,,,,,,,,,,
8/14/90,339.39,0.001773,24.18,-0.060606,,,,,,,,,,,,,,,,,,
8/15/90,340.06,0.002044,23.31,-0.03598,,,,,,,,,,,,,,,,,,
8/16/90,332.39,-0.022354,27.16,0.165165,,,,,,,,,,,,,,,,,,
8/17/90,327.83,-0.013712,27.53,0.013623,,,,,,,,,,,,,,,,,,
8/20/90,328.51,0.002265,26.46,-0.038867,,,,,,,,,,,,,,,,,,
8/21/90,321.86,-0.020132,28.9,0.092215,,,,,,,,,,,,,,,,,,
8/22/90,316.55,-0.016475,30.55,0.057093,,,,,,,,,,,,,,,,,,
8/23/90,307.06,-0.029963,36.47,0.193781,,,,,,,,,,,,,,,,,,
8/24/90,311.51,0.014502,33.93,-0.069646,,,,,,,,,,,,,,,,,,
8/27/90,321.44,0.032263,29.63,-0.126732,,,,,,,,,,,,,,,,,,
8/28/90,321.34,5.80E-05,29.12,-0.017212,,,,,,,,,,,,,,,,,,
8/29/90,324.19,0.008935,27.38,-0.059753,,,,,,,,,,,,,,,,,,
8/30/90,318.71,-0.016879,29.89,0.091673,,,,,,,,,,,,,,,,,,
8/31/90,322.56,0.012371,29.9,0.000335,,,,,,,,,,,,,,,,,,
9/4/90,323.09,0.001898,29.58,-0.010702,,,,,,,,,,,,,,,,,,
9/5/90,324.39,0.004034,28.52,-0.035835,,,,,,,,,,,,,,,,,,
9/6/90,320.46,-0.012057,30.19,0.058555,,,,,,,,,,,,,,,,,,
9/7/90,323.4,0.00918,28.73,-0.04836,,,,,,,,,,,,,,,,,,
9/10/90,321.63,-0.005036,29.34,0.021232,,,,,,,,,,,,,,,,,,
9/11/90,321.04,-0.001668,28.38,-0.03272,,,,,,,,,,,,,,,,,,
9/12/90,322.54,0.004678,28.12,-0.009161,,,,,,,,,,,,,,,,,,
9/13/90,318.65,-0.012054,29.33,0.04303,,,,,,,,,,,,,,,,,,
9/14/90,316.83,-0.005681,30.56,0.041937,,,,,,,,,,,,,,,,,,
9/17/90,317.77,0.003035,29.55,-0.03305,,,,,,,,,,,,,,,,,,
9/18/90,318.6,0.003175,28.82,-0.024704,,,,,,,,,,,,,,,,,,
9/19/90,316.6,-0.006275,27.88,-0.032616,,,,,,,,,,,,,,,,,,
9/20/90,311.48,-0.015949,28.66,0.027977,,,,,,,,,,,,,,,,,,
9/21/90,311.32,-0.000514,30.04,0.048151,,,,,,,,,,,,,,,,,,
9/24/90,304.59,-0.02117,30.56,0.01731,,,,,,,,,,,,,,,,,,
9/25/90,308.26,0.012124,28.81,-0.057264,,,,,,,,,,,,,,,,,,
9/26/90,305.06,-0.010351,28.19,-0.02152,,,,,,,,,,,,,,,,,,
9/27/90,300.97,-0.013229,28.67,0.017027,,,,,,,,,,,,,,,,,,
9/28/90,306.05,0.016889,29.11,0.015347,,,,,,,,,,,,,,,,,,
10/1/90,314.94,0.029381,28.06,-0.03607,,,,,,,,,,,,,,,,,,
10/2/90,315.21,0.000865,27.28,-0.027798,,,,,,,,,,,,,,,,,,
10/3/90,311.4,-0.011458,27.9,0.022727,,,,,,,,,,,,,,,,,,
10/4/90,312.69,0.004173,27.51,-0.013978,,,,,,,,,,,,,,,,,,
10/5/90,311.5,-0.003785,27.85,0.012359,,,,,,,,,,,,,,,,,,
10/8/90,313.48,0.006356,28.04,0.006822,,,,,,,,,,,,,,,,,,
10/9/90,305.1,-0.026655,30.71,0.095221,,,,,,,,,,,,,,,,,,
10/10/90,300.39,-0.015425,31.19,0.01563,,,,,,,,,,,,,,,,,,
10/11/90,295.46,-0.016403,33.98,0.089452,,,,,,,,,,,,,,,,,,
10/12/90,300.03,0.015467,31.94,-0.060035,,,,,,,,,,,,,,,,,,
10/15/90,303.23,0.010894,31.64,-0.009393,,,,,,,,,,,,,,,,,,
10/16/90,298.92,-0.014178,31.45,-0.006005,,,,,,,,,,,,,,,,,,
10/17/90,298.76,-0.00049,31.37,-0.002544,,,,,,,,,,,,,,,,,,
10/18/90,305.74,0.023382,29.6,-0.056423,,,,,,,,,,,,,,,,,,
10/19/90,312.48,0.022077,27.86,-0.058784,,,,,,,,,,,,,,,,,,
10/22/90,314.76,0.007345,27.27,-0.021177,,,,,,,,,,,,,,,,,,
10/23/90,312.36,-0.007618,27.57,0.011001,,,,,,,,,,,,,,,,,,
10/24/90,312.6,0.000771,28.28,0.025753,,,,,,,,,,,,,,,,,,
10/25/90,310.17,-0.007708,29.04,0.026874,,,,,,,,,,,,,,,,,,
10/26/90,304.71,-0.017365,30.75,0.058884,,,,,,,,,,,,,,,,,,
10/29/90,301.88,-0.009077,31.54,0.025691,,,,,,,,,,,,,,,,,,
10/30/90,304.06,0.007505,30.52,-0.03234,,,,,,,,,,,,,,,,,,
10/31/90,304,-0.000183,30.04,-0.015727,,,,,,,,,,,,,,,,,,
11/1/90,307.02,0.010118,30.25,0.006991,,,,,,,,,,,,,,,,,,
11/2/90,311.85,0.015845,30.03,-0.007273,,,,,,,,,,,,,,,,,,
11/5/90,314.59,0.010032,29.85,-0.005994,,,,,,,,,,,,,,,,,,
11/6/90,311.62,-0.009207,29.11,-0.024791,,,,,,,,,,,,,,,,,,
11/7/90,306.01,-0.017917,30.87,0.06046,,,,,,,,,,,,,,,,,,
11/8/90,307.61,0.005738,30.79,-0.002592,,,,,,,,,,,,,,,,,,
11/9/90,313.74,0.020378,26.96,-0.124391,,,,,,,,,,,,,,,,,,
11/12/90,319.48,0.018295,25.6,-0.050445,,,,,,,,,,,,,,,,,,
11/13/90,317.67,-0.005511,24.58,-0.039844,,,,,,,,,,,,,,,,,,
11/14/90,320.4,0.008764,22.89,-0.068755,,,,,,,,,,,,,,,,,,
11/15/90,317.02,-0.010503,22.57,-0.01398,,,,,,,,,,,,,,,,,,
11/16/90,317.12,0.000629,21.34,-0.054497,,,,,,,,,,,,,,,,,,
11/19/90,319.34,0.007043,20.95,-0.018276,,,,,,,,,,,,,,,,,,
11/20/90,315.31,-0.012601,20.09,-0.04105,,,,,,,,,,,,,,,,,,
11/21/90,316.03,0.002329,21.09,0.049776,,,,,,,,,,,,,,,,,,
11/23/90,315.1,-0.002935,20.98,-0.005216,,,,,,,,,,,,,,,,,,
11/26/90,316.51,0.004817,22.76,0.084843,,,,,,,,,,,,,,,,,,
11/27/90,318.1,0.0054,22.86,0.004394,,,,,,,,,,,,,,,,,,
11/28/90,317.95,-0.000447,22.96,0.004374,,,,,,,,,,,,,,,,,,
11/29/90,316.42,-0.004793,23.91,0.041376,,,,,,,,,,,,,,,,,,
11/30/90,322.22,0.018338,22.16,-0.073191,,,,,,,,,,,,,,,,,,
12/3/90,324.1,0.006523,22.29,0.005866,,,,,,,,,,,,,,,,,,
12/4/90,326.35,0.007045,22.03,-0.011664,,,,,,,,,,,,,,,,,,
12/5/90,329.92,0.010952,20.94,-0.049478,,,,,,,,,,,,,,,,,,
12/6/90,329.07,-0.002518,22.62,0.080229,,,,,,,,,,,,,,,,,,
12/7/90,327.75,-0.003884,22.59,-0.001326,,,,,,,,,,,,,,,,,,
12/10/90,328.89,0.003667,23.58,0.043825,,,,,,,,,,,,,,,,,,
12/11/90,326.44,-0.007078,23.75,0.007209,,,,,,,,,,,,,,,,,,
12/12/90,330.19,0.011494,21.28,-0.104,,,,,,,,,,,,,,,,,,
12/13/90,329.34,-0.002519,23.05,0.083177,,,,,,,,,,,,,,,,,,
12/14/90,326.82,-0.00765,23.85,0.034707,,,,,,,,,,,,,,,,,,
12/17/90,326.02,-0.002394,24.85,0.041929,,,,,,,,,,,,,,,,,,
12/18/90,330.05,0.012422,23.11,-0.07002,,,,,,,,,,,,,,,,,,
12/19/90,330.2,0.000508,23.08,-0.001298,,,,,,,,,,,,,,,,,,
12/20/90,330.12,-0.00024,23.13,0.002166,,,,,,,,,,,,,,,,,,
12/21/90,331.75,0.004941,22.66,-0.02032,,,,,,,,,,,,,,,,,,
12/24/90,329.9,-0.004842,24.03,0.060459,,,,,,,,,,,,,,,,,,
12/26/90,330.85,0.002928,24.18,0.006242,,,,,,,,,,,,,,,,,,
12/27/90,328.29,-0.00771,24.81,0.026055,,,,,,,,,,,,,,,,,,
12/28/90,328.72,0.001605,25.05,0.009674,,,,,,,,,,,,,,,,,,
12/31/90,330.22,0.004571,26.38,0.053094,,,,,,,,,,,,,,,,,,
1/2/91,326.45,-0.011393,26.62,0.009098,,,,,,,,,,,,,,,,,,
1/3/91,321.91,-0.01389,27.93,0.049211,,,,,,,,,,,,,,,,,,
1/4/91,321,-0.002485,27.19,-0.026495,,,,,,,,,,,,,,,,,,
1/7/91,315.44,-0.017113,28.95,0.06473,,,,,,,,,,,,,,,,,,
1/8/91,314.9,-0.001707,30.38,0.049396,,,,,,,,,,,,,,,,,,
1/9/91,311.49,-0.010753,33.3,0.096116,,,,,,,,,,,,,,,,,,
1/10/91,314.53,0.009763,31.33,-0.059159,,,,,,,,,,,,,,,,,,
1/11/91,315.23,0.002231,32.63,0.041494,,,,,,,,,,,,,,,,,,
1/14/91,312.49,-0.008445,36.2,0.109409,,,,,,,,,,,,,,,,,,
1/15/91,313.73,0.004001,36.16,-0.001105,,,,,,,,,,,,,,,,,,
1/16/91,316.17,0.00782,33.2,-0.081858,,,,,,,,,,,,,,,,,,
1/17/91,327.97,0.037322,27.45,-0.173193,,,,,,,,,,,,,,,,,,
1/18/91,332.23,0.013054,25.39,-0.075046,,,,,,,,,,,,,,,,,,
1/21/91,331.06,-0.003522,24.33,-0.041749,,,,,,,,,,,,,,,,,,
1/22/91,328.31,-0.008288,24.9,0.023428,,,,,,,,,,,,,,,,,,
1/23/91,330.21,0.005787,23.92,-0.039357,,,,,,,,,,,,,,,,,,
1/24/91,334.78,0.014008,22.86,-0.044314,,,,,,,,,,,,,,,,,,
1/25/91,336.07,0.003898,22.2,-0.028871,,,,,,,,,,,,,,,,,,
1/28/91,336.03,6.60E-05,23.05,0.038288,,,,,,,,,,,,,,,,,,
1/29/91,335.84,-0.000297,23.17,0.005206,,,,,,,,,,,,,,,,,,
1/30/91,340.91,0.015192,21.37,-0.077687,,,,,,,,,,,,,,,,,,
1/31/91,343.93,0.008868,20.91,-0.021526,,,,,,,,,,,,,,,,,,
2/1/91,343.05,-0.002502,21.04,0.006217,,,,,,,,,,,,,,,,,,
2/4/91,348.34,0.016093,21.86,0.038973,,,,,,,,,,,,,,,,,,
2/5/91,351.26,0.008941,21.46,-0.018298,,,,,,,,,,,,,,,,,,
2/6/91,358.07,0.019425,22.68,0.05685,,,,,,,,,,,,,,,,,,
2/7/91,356.52,-0.004031,23.6,0.040564,,,,,,,,,,,,,,,,,,
2/8/91,359.35,0.008085,23.38,-0.009322,,,,,,,,,,,,,,,,,,
2/11/91,368.58,0.026142,22.56,-0.035073,,,,,,,,,,,,,,,,,,
2/12/91,365.5,-0.008204,22.26,-0.013298,,,,,,,,,,,,,,,,,,
2/13/91,369.02,0.00984,20.86,-0.062893,,,,,,,,,,,,,,,,,,
2/14/91,364.22,-0.012975,21.48,0.029722,,,,,,,,,,,,,,,,,,
2/15/91,369.06,0.013487,19.57,-0.08892,,,,,,,,,,,,,,,,,,
2/19/91,369.39,0.000971,19.84,0.013797,,,,,,,,,,,,,,,,,,
2/20/91,365.14,-0.011482,22.26,0.121976,,,,,,,,,,,,,,,,,,
2/21/91,364.97,-0.000451,20.78,-0.066487,,,,,,,,,,,,,,,,,,
2/22/91,365.65,0.002092,21.01,0.011068,,,,,,,,,,,,,,,,,,
2/25/91,367.26,0.004729,22.86,0.088053,,,,,,,,,,,,,,,,,,
2/26/91,362.81,-0.011942,20.38,-0.108486,,,,,,,,,,,,,,,,,,
2/27/91,367.74,0.013632,21.26,0.04318,,,,,,,,,,,,,,,,,,
2/28/91,367.07,-0.001621,21.23,-0.001411,,,,,,,,,,,,,,,,,,
3/1/91,370.47,0.009346,21.23,-0.001411,,,,,,,,,,,,,,,,,,
3/4/91,369.33,-0.002757,20.86,-0.017428,,,,,,,,,,,,,,,,,,
3/5/91,376.72,0.020121,20.45,-0.019655,,,,,,,,,,,,,,,,,,
3/6/91,376.17,-0.001422,20.55,0.00489,,,,,,,,,,,,,,,,,,
3/7/91,375.91,-0.00061,21.05,0.024331,,,,,,,,,,,,,,,,,,
3/8/91,374.95,-0.002381,20.81,-0.011401,,,,,,,,,,,,,,,,,,
3/11/91,372.96,-0.005023,20.88,0.003364,,,,,,,,,,,,,,,,,,
3/12/91,370.03,-0.007807,18.82,-0.098659,,,,,,,,,,,,,,,,,,
3/13/91,374.57,0.012323,16.09,-0.145058,,,,,,,,,,,,,,,,,,
3/14/91,373.5,-0.002832,14.94,-0.071473,,,,,,,,,,,,,,,,,,
3/15/91,373.59,0.000241,14.9,-0.002677,,,,,,,,,,,,,,,,,,
3/18/91,372.11,-0.003942,15.79,0.059732,,,,,,,,,,,,,,,,,,
3/19/91,366.59,-0.014771,16.11,0.020266,,,,,,,,,,,,,,,,,,
3/20/91,367.92,0.003643,16.04,-0.004345,,,,,,,,,,,,,,,,,,
3/21/91,366.58,-0.003626,16.86,0.051122,,,,,,,,,,,,,,,,,,
3/22/91,367.48,0.002919,16.49,-0.021945,,,,,,,,,,,,,,,,,,
