ticker,IBOXUMAE CBBT Curncy,ITRXESE CBBT Curncy,IHYG EU Equity,ERIXITSE Index,ERIXCDIG Index,IBOXHYSE CBBT Curncy,VIX Index,ERINCDHY Index,V2X Index,ITRXEBE CBBT Curncy,ERIXITEU Index,ITRXEXE CBBT Curncy,ERIXITXO Index,SPX Index,SX5E Index,TYVIX Index,IEF Equity,AGG Equity,HYG Equity,LQD Equity,TY1 Comdty,SPJGBV Index,JB1 Comdty,SRVIX Index,USFS0110 CMPN Curncy,SPX Index,SX5E Index,IEF Equity,AGG Equity,HYG Equity,LQD Equity,IHYG EU Equity,TY1 Comdty,JB1 Comdty
field,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,TOT_RETURN_INDEX_GROSS_DVDS,YLD_CNV_LAST,YLD_CNV_LAST
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-10,,,,98.5505,98.8289,,28.3,95.5627,30.7365,,99.0414,,96.2903,1453.64,4161.29,7.06,82.07,98.15,98.33,102.94,107.484375,,134.28,,5.6084,2411.9513,5456.4983,100.5964,115.1377,100.3904,131.9983,,5.038,1.915
2007-08-13,,,,98.6636,98.5609,,26.57,95.5687,27.704,,99.1751,,97.2994,1452.92,4255.79,6.99,82.2,98.33,99.05,103.3,107.53125,,134.4,,5.5613,2411.1225,5580.4116,100.7557,115.3489,101.1255,132.4599,,5.032,1.904
2007-08-14,,,,98.5779,98.4475,,27.68,95.2917,29.0197,,98.9595,,96.678,1426.54,4195.6,6.82,82.5,98.6,98.28,103.9464,107.875,,134.32,,5.5742,2367.6001,5501.4873,101.1234,115.6656,100.3394,133.2888,,4.99,1.911
2007-08-15,,,,98.4535,98.3319,,30.67,94.8827,29.1764,,98.9293,,96.5002,1406.7,4183.06,6.68,82.65,98.73,98.83,103.6648,108.1875,,135.0,,5.5698,2335.3381,5485.0443,101.3073,115.8181,100.90090000000001,132.9277,,4.952,1.851
2007-08-16,,,,98.2973,98.269,,30.83,94.6623,34.7419,,98.7775,,95.5611,1411.27,4062.33,7.6,82.97,98.67,98.7,102.66,108.859375,,135.05,,5.5465,2343.0201,5326.7368,101.6995,115.7477,100.7682,131.6393,,4.87,1.847
2007-08-17,,,,98.3486,98.6364,,29.99,96.0655,32.4534,,99.0058,,96.8591,1445.94,4157.2,7.03,83.03,98.89,99.7,102.84,108.59375,,136.27,,5.5456,2400.58,5451.1353,101.7731,116.0058,101.7891,131.8701,,4.9030000000000005,1.741
2007-08-20,,,,98.5177,98.6633,,26.33,96.2701,31.1272,,99.1972,,97.3237,1445.55,4173.29,7.38,83.21,98.8,98.75,103.58,108.78125,,135.85,,5.4764,2399.9325,5472.2333,101.9937,115.9002,100.8192,132.819,,4.88,1.7770000000000001
2007-08-21,,,,98.5062,98.6916,,25.25,96.2178,29.0309,,99.1442,,97.2041,1447.12,4175.07,7.43,83.57,99.26,98.24,103.79,109.078125,,136.1,,5.4371,2402.5503,5474.5674,102.435,116.4398,100.2985,133.0882,,4.844,1.756
2007-08-22,,,,98.7271,98.9745,,22.89,96.7732,26.4955,,99.2809,,97.5835,1464.07,4226.52,7.04,83.3,99.18,99.0,104.0,108.84375,,135.86,,5.4445,2430.8301,5542.0312,102.104,116.346,101.0745,133.3575,,4.872,1.776
2007-08-23,,,,98.8327,99.0915,,22.62,97.0328,26.0374,,99.422,,97.9193,1462.5,4225.89,6.78,83.33,99.3,99.6,104.05,108.8125,,135.41,,5.4311,2428.2563,5541.2052,102.1408,116.4868,101.687,133.4216,,4.876,1.815
2007-08-24,,,,98.7296,99.1776,,20.72,97.1154,24.4903,,99.3985,,97.7483,1479.37,4238.63,6.45,83.36,99.05,99.85,104.28,108.65625,,135.53,,5.3463,2456.5309,5557.9105,102.1776,116.1935,101.9423,133.7166,,4.895,1.8050000000000002
2007-08-27,,,,,99.0953,,22.72,97.064,24.4916,,,,,1466.79,4240.95,6.46,83.59,99.35,100.5,104.0,108.84375,,135.44,,5.3167,2435.6562,5560.9526,102.4595,116.5454,102.6059,133.3575,,4.872,1.813
2007-08-28,,,,98.6654,98.7595,,26.3,95.9811,27.3264,,99.3109,,97.309,1432.36,4170.68,6.78,84.02,99.75,100.1501,104.89,109.5,,135.45,,5.2974,2378.595,5468.811,102.9866,117.0147,102.2487,134.4988,,4.793,1.812
2007-08-29,,,,98.5668,98.7548,,23.81,96.1292,26.5383,,99.2438,,97.1774,1463.76,4193.58,6.62,83.7,99.55,100.55,104.41,109.390625,,135.68,,5.3612,2431.3586,5498.8386,102.5943,116.78,102.657,133.8833,,4.806,1.792
2007-08-30,,,,98.487,98.6745,,25.06,95.9014,25.2691,,99.1961,,97.0659,1457.64,4246.12,6.88,84.12,99.76,100.76,104.72,109.828125,,135.81,,5.2856,2421.3275,5567.7318,103.1091,117.0264,102.8714,134.2808,,4.754,1.7810000000000001
2007-08-31,,,,98.5635,98.8807,,23.38,96.3435,24.4721,,99.2609,,97.4583,1473.99,4294.56,6.64,84.14,99.82,101.67,105.21,109.484375,,135.35,,5.2937,2448.5324,5631.2488,103.1337,117.0968,103.8004,134.9091,,4.795,1.821
2007-09-03,,,,98.5686,,,,,24.1984,,99.282,,97.5504,,4295.99,,,,,,,,135.19,,5.2904,,5633.1239,,,,,,,1.835
2007-09-04,,,,98.5756,98.9237,,22.78,96.5293,23.4818,,99.2664,,97.4847,1489.42,4324.35,6.91,83.65,99.28,101.75,104.49,109.53125,,135.3,,5.3084,2474.2049,5670.311,102.942,116.9669,104.518,134.6111,,4.789,1.825
2007-09-05,,,,98.575,98.807,,24.58,96.2811,25.7805,,99.2155,,97.474,1472.29,4235.41,7.31,84.17,99.6,101.7899,104.9,110.234375,,135.64,,5.2188,2446.8798,5553.6883,103.5819,117.3439,104.559,135.1393,,4.705,1.795
2007-09-06,,,,98.4796,98.773,,23.99,96.398,25.6304,,99.148,,97.3427,1478.55,4256.12,7.05,83.99,99.58,101.73,104.66,109.953125,,135.68,,5.2513,2457.7249,5580.8443,103.3604,117.3203,104.4975,134.8301,,4.739,1.792
2007-09-07,,,,98.3671,98.6399,,26.23,96.0872,27.8225,,98.9909,,96.9929,1453.55,4162.42,7.09,84.89,100.2,100.57,105.23,111.0,,135.77,,5.109,2416.1686,5457.98,104.4679,118.0508,103.3059,135.5644,,4.614,1.784
2007-09-10,,,,98.2284,98.5244,,27.38,95.8696,29.4452,,98.8963,,96.4796,1451.7,4136.45,7.86,85.08,100.44,101.0,105.54,111.234375,,136.55,,5.0258,2413.1818,5423.9268,104.7018,118.3335,103.7476,135.9638,,4.587,1.717
2007-09-11,,,,98.2593,98.5934,,25.27,96.0717,27.9485,,98.9354,,96.7344,1471.49,4197.35,7.51,84.9,100.26,101.83,104.93,110.859375,,136.1,,5.0778,2446.0833,5503.782,104.4802,118.1214,104.6002,135.1779,,4.631,1.756
2007-09-12,,,,98.3012,98.699,,24.96,96.2748,27.0705,,98.9591,,96.809,1471.56,4210.69,7.53,84.69,100.12,102.29,104.5,110.578125,,136.33,,5.1227,2446.8582,5521.2741,104.2218,117.9565,105.0727,134.624,,4.664,1.736
2007-09-13,,,,98.4793,98.8233,,24.76,96.6622,25.9084,,99.1126,,97.2559,1483.95,4249.01,7.4,84.19,99.83,101.93,104.3501,110.015625,,136.22,,5.1799,2467.6033,5571.5213,103.6065,117.6148,104.7029,134.4309,,4.731,1.745
2007-09-14,,,,98.5741,98.9189,,24.92,97.103,26.5545,,99.1959,,97.5735,1484.25,4221.34,7.54,84.3,99.9,102.89,104.64,110.125,,135.97,,5.1856,2468.1059,5535.239,103.7419,117.6973,105.6891,134.8044,,4.718,1.767
2007-09-17,,,,98.6058,98.9014,,26.48,97.1641,29.0329,,99.2216,,97.6605,1476.65,4184.61,7.44,84.35,99.94,103.36,104.6,110.0625,,,,5.1975,2455.4856,5487.0767,103.8034,117.7444,106.1718,134.7528,,4.726,
2007-09-18,,,,98.8403,99.2168,,20.35,98.1802,27.6565,,99.3788,,98.3094,1519.78,4264.42,6.89,84.26,100.15,104.1,104.85,110.171875,,136.18,,5.1648,2527.2345,5591.7277,103.6926,117.9918,106.932,135.0749,,4.713,1.749
2007-09-19,,,,98.9855,99.3184,,20.03,98.5258,23.5658,,99.5447,,99.6004,1529.03,4389.33,6.0,83.96,100.13,106.09,104.27,109.734375,,135.62,,5.2525,2542.6919,5755.5161,103.3234,117.9683,108.9761,134.3277,,4.765,1.7970000000000002
2007-09-20,,,,99.0952,99.2999,,20.45,98.625,22.1601,,99.6482,,99.7966,1518.75,4366.16,6.18,83.01,99.42,103.49,104.08,108.640625,,135.3,,5.4722,2526.1521,5725.1344,102.1544,117.1318,106.3054,134.0829,,4.897,1.825
2007-09-21,,,,99.3152,99.32,,19.0,99.0486,20.4261,,99.7117,,100.7256,1525.75,4370.35,5.83,83.43,99.71,103.75,104.57,108.890625,,134.7,,5.3727,2537.7969,5730.6286,102.6712,117.4735,106.5725,134.7142,,4.867,1.8780000000000001
2007-09-24,,,,99.4687,99.2795,,19.37,99.2678,20.3965,,99.7853,,100.9854,1517.73,4360.63,5.84,83.54,99.72,104.45,105.09,108.9375,,,,5.3888,2524.4571,5717.8832,102.8066,117.4852,107.2915,135.3841,,4.861,
2007-09-25,,,,99.4159,99.1906,,18.6,99.0785,20.8683,,99.7208,,100.332,1517.21,4328.89,6.36,83.55,99.8,104.7,105.03,109.046875,,134.58,,5.3887,2523.6376,5676.2641,102.8189,117.5795,107.5483,135.3068,,4.848,1.888
2007-09-26,,,,99.3602,99.2276,,17.63,99.2873,19.73,,99.7493,,100.5846,1525.42,4364.4,6.19,83.58,99.7,104.32,105.29,109.046875,,134.83,,5.3785,2537.7333,5722.8266,102.8558,117.4617,107.158,135.6417,,4.848,1.866
2007-09-27,,,,99.3262,99.191,,17.0,98.8733,19.1961,,99.7519,,100.4321,1531.38,4388.98,6.2,83.85,99.87,104.0,105.56,109.375,,134.44,,5.299,2547.7481,5755.0572,103.1881,117.662,106.8293,135.9896,,4.808,1.901
2007-09-28,,,,99.2657,99.064,,18.0,98.4992,19.7088,,99.6307,,99.727,1526.75,4381.71,6.2,83.88,100.02,104.0,105.49,109.28125,,134.94,,5.3046,2540.0793,5745.5244,103.225,117.8387,106.8293,135.8994,,4.819,1.857
2007-10-01,,,,99.2366,99.1353,,17.84,98.815,19.9113,,99.6551,,99.8913,1547.04,4409.65,6.13,83.67,99.27,103.75,104.33,109.34375,,135.09,,5.2516,2573.8581,5782.1608,103.3482,117.4431,107.2353,135.0271,,4.812,1.843
2007-10-02,,,,99.3094,99.2151,,18.49,99.112,19.9703,,99.7442,,100.2636,1546.63,4427.01,5.98,83.85,99.65,103.95,104.23,109.609375,,134.89,,5.2263,2573.1853,5804.9241,103.5706,117.8927,107.442,134.8977,,4.78,1.861
2007-10-03,,,,99.3118,99.2835,,18.8,99.2108,20.249,,99.7572,,100.2853,1539.6,4421.58,5.78,83.79,99.7,103.4,104.7,109.46875,,134.9,,5.2673,2561.9985,5797.804,103.4964,117.9518,106.8735,135.5059,,4.797,1.8599999999999999
2007-10-04,,,,99.3499,99.3066,,18.44,99.0988,19.784,,99.805,,100.6451,1542.84,4420.39,5.75,83.94,99.66,103.84,105.53,109.625,,134.58,,5.2198,2567.433,5796.2436,103.6817,117.9045,107.3283,136.5802,,4.7780000000000005,1.888
2007-10-05,,,,99.422,99.4019,,16.91,99.5458,17.8749,,99.8563,,101.0639,1557.59,4455.31,,83.2,98.87,103.9,105.1,108.765625,,134.73,,5.344,2592.7097,5842.0325,102.7677,116.9699,107.3903,136.0236,,4.882,1.875
2007-10-08,,,,99.447,,,17.46,,18.1816,,99.8869,,101.2611,1552.58,4435.87,,83.5,99.65,104.25,105.47,,,134.73,,5.3506,2584.3702,5816.5418,103.1382,117.8927,107.752,136.5025,,,1.875
2007-10-09,,,,99.5233,99.5644,,16.12,100.0826,17.5228,,99.9034,,101.4888,1565.15,4447.58,5.25,83.24,99.44,104.33,105.01,108.671875,,134.53,,5.3558,2605.3428,5831.8965,102.8171,117.6442,107.8347,135.9072,,4.893,1.893
2007-10-10,,,,99.6702,99.5453,,16.67,100.1857,17.8986,,99.977,,101.7858,1562.47,4442.61,5.09,83.29,99.57,104.24,105.38,108.703125,,134.33,,5.3396,2601.0747,5826.7601,102.8788,117.798,107.7417,136.386,,4.889,1.9100000000000001
2007-10-11,,,,99.6883,99.4981,,18.88,100.3013,18.2208,,100.0498,,102.3105,1554.41,4473.57,5.07,83.33,99.64,104.39,105.6,108.65625,,134.3,,5.3203,2587.8059,5867.3661,102.9283,117.8808,107.8968,136.6708,,4.895,1.913
2007-10-12,,,,99.7012,99.4993,,17.73,100.4515,18.3524,,100.0341,,102.0587,1561.8,4476.02,4.92,83.0501,99.4501,104.5,105.02,108.46875,,134.72,,5.391,2600.1234,5870.5794,102.5826,117.6562,108.0104,135.9201,,4.918,1.876
2007-10-15,,,,99.7229,99.4857,,19.25,100.2421,20.0448,,100.0349,,102.0704,1548.71,4434.98,5.19,83.13,99.48,105.0,105.35,108.625,,134.42,,5.3837,2578.3583,5816.7529,102.6812,117.6915,108.5272,136.3472,,4.899,1.9020000000000001
2007-10-16,,,,99.6323,99.3217,,20.02,99.8401,20.4738,,99.9629,,101.5011,1538.53,4420.91,5.18,83.36,99.64,104.6,105.526,108.796875,,134.73,,5.3572,2561.4102,5798.2992,102.9653,117.8808,108.1138,136.575,,4.878,1.875
2007-10-17,,,,99.5213,99.2536,,18.54,99.5296,20.0223,,99.8394,,101.0096,1541.24,4441.8,5.54,83.87,99.98,103.31,106.03,109.5625,,135.36,,5.2781,2566.1523,5825.6978,103.5953,118.2831,106.7805,137.2273,,4.786,1.8199999999999998
2007-10-18,,,,99.2052,99.1708,,18.5,99.113,19.9299,,99.7371,,100.3629,1540.08,4420.38,5.23,84.19,100.2699,103.26,106.04,109.890625,,135.37,,5.223,2564.2936,5797.6041,103.9905,118.626,106.7288,137.2402,,4.746,1.819
2007-10-19,,,,99.2227,98.8816,,22.96,97.7138,19.7216,,99.6411,,99.7643,1500.63,4411.26,5.5600000000000005,84.9128,100.73,102.8,106.73,110.5625,,135.7,,5.1333,2498.6078,5785.6426,104.8833,119.1704,106.2533,138.1332,,4.666,1.79
2007-10-22,,,,99.1695,98.9944,,21.64,98.2783,23.1405,,99.6188,,99.5558,1506.33,4356.24,5.84,84.75,100.7,101.85,106.73,110.53125,,135.96,,5.1403,2508.1501,5717.1226,104.6822,119.1349,105.2714,138.1332,,4.67,1.768
2007-10-23,,,,99.294,98.9962,,20.41,98.5441,22.2771,,99.7318,,100.4238,1519.59,4378.42,5.76,84.73,100.67,102.7,106.1,110.515625,,135.92,,5.1119,2530.229,5746.2316,104.6575,119.0994,106.15,137.3179,,4.672,1.771
2007-10-24,,,,99.2531,98.9086,,20.8,98.3712,22.5706,,99.6994,,100.2076,1515.88,4357.14,6.44,85.16,101.11,102.7,106.75,111.03125,,136.16,,5.0488,2524.0863,5718.3038,105.1887,119.6199,106.15,138.1591,,4.611,1.75
2007-10-25,,,,99.2186,98.8718,,21.17,98.2269,20.3871,,99.6941,,100.1689,1514.4,4412.12,6.27,85.0874,100.85,102.85,106.5,110.859375,,136.19,,5.1063,2521.6567,5790.4594,105.0989,119.3123,106.305,137.8356,,4.631,1.748
2007-10-26,,,,99.203,98.9454,,19.56,98.2927,19.6521,,99.6782,,100.0511,1535.28,4440.23,6.09,84.88,100.76,103.09,106.33,110.640625,,135.78,,5.1493,2556.4255,5827.3509,104.8428,119.2059,106.5531,137.6155,,4.657,1.783
2007-10-29,,,,99.1523,98.9616,,19.87,98.4112,19.5547,,99.7039,,100.2411,1540.98,4471.46,6.23,84.9501,100.76,103.4,106.56,110.65625,,135.99,,5.1122,2566.2776,5868.3371,104.9294,119.2059,106.8735,137.9132,,4.655,1.7650000000000001
2007-10-30,,,,99.1158,98.8689,,21.07,98.0399,20.5258,,99.6869,,100.0627,1531.02,4462.95,5.95,85.04,100.89,103.2,106.57,110.65625,,136.04,,5.1129,2549.7551,5857.1686,105.0404,119.3597,106.6668,137.9262,,4.655,1.7610000000000001
2007-10-31,,,,99.0931,98.9106,,18.53,98.2511,19.9915,,99.6823,,100.2591,1549.38,4489.79,5.89,84.47,100.61,103.85,106.02,110.015625,,135.99,,5.1966,2580.4829,5892.3934,104.3364,119.0284,107.3386,137.2143,,4.731,1.7650000000000001
2007-11-01,,,,98.8494,98.5978,,23.21,97.1222,20.8039,,99.5239,,99.5857,1508.44,4415.27,6.17,84.86,100.44,102.5,106.35,110.796875,,135.22,,5.0943,2512.9073,5796.4984,105.1844,119.3211,106.646,138.2571,,4.638,1.8319999999999999
2007-11-02,,,,98.6801,98.4795,,23.01,96.8226,22.5777,,99.3238,,98.9511,1509.65,4410.08,6.5,85.09,100.55,102.25,105.69,111.34375,,136.09,,5.1107,2515.0398,5790.7473,105.4695,119.4518,106.3859,137.3991,,4.574,1.756
2007-11-05,,,,98.5735,98.4738,,24.31,96.7062,23.5653,,99.3176,,98.9077,1502.17,4392.8,6.46,84.9899,100.46,102.2,105.95,111.15625,,135.96,,5.1564,2502.7833,5768.0574,105.3454,119.3449,106.3339,137.7371,,4.596,1.768
2007-11-06,,,,98.7584,98.566,,21.39,97.0969,22.2305,,99.3794,,99.2714,1520.27,4407.34,6.45,84.84,100.33,102.73,105.3,110.875,,136.15,,5.1944,2532.9762,5787.1495,105.1596,119.1905,106.8853,136.8921,,4.629,1.751
2007-11-07,,,,98.6849,98.2992,,26.49,96.157,23.1142,,99.2673,,98.9461,1475.62,4400.34,6.98,85.15,100.35,102.6,105.23,111.171875,,136.3,,5.1494,2459.893,5777.958,105.5438,119.2142,106.7501,136.8011,,4.594,1.738
2007-11-08,,,,98.6026,98.2629,,26.16,96.0833,24.2059,,99.1832,,98.4809,1474.77,4363.6,7.35,85.34,100.45,101.3,105.4,111.625,,136.59,,5.1524,2458.5834,5729.7157,105.7793,119.333,105.3975,137.0221,,4.541,1.713
2007-11-09,,,,98.4144,98.1681,,28.5,95.5736,26.2585,,98.9745,,98.1184,1453.7,4297.83,,85.85,100.8,101.75,105.87,111.984375,,136.68,,5.087,2423.537,5643.3551,106.4115,119.7488,105.8657,137.6331,,4.499,1.706
2007-11-12,,,,98.2279,,,31.09,,25.7979,,98.9274,,98.008,1439.18,4302.88,,86.0,100.66,102.15,105.83,,,136.69,,5.0966,2399.3299,5649.9861,106.5974,119.5825,106.2819,137.5811,,,1.705
2007-11-13,,,,98.2741,98.4039,,24.1,95.981,24.3942,,98.9356,,98.1947,1481.05,4311.98,6.62,85.45,100.67,101.75,105.3,111.71875,,136.92,,5.1281,2469.9529,5661.935,105.9157,119.5944,105.8657,136.8921,,4.53,1.685
2007-11-14,,,,98.4562,98.3929,,25.94,95.861,23.9079,,99.1654,,98.8635,1470.58,4338.28,6.34,85.62,100.63,102.0,104.85,111.59375,,136.51,,5.0844,2453.1252,5700.0966,106.1264,119.5469,106.1258,136.3071,,4.5440000000000005,1.72
2007-11-15,,,,98.4961,98.2336,,28.06,95.3576,24.1229,,99.0825,,98.4498,1451.15,4301.44,7.19,86.1,101.0599,101.97,105.25,112.375,,136.85,,4.9911,2420.8314,5651.6923,106.7214,120.0575,106.0946,136.8271,,4.453,1.6909999999999998
2007-11-16,,,,98.382,98.1885,,25.49,95.0176,23.9477,,98.9449,,97.9643,1458.74,4282.4,6.93,86.1,100.99,102.0,105.26,112.453125,,137.04,,5.025,2433.5544,5632.2757,106.7214,119.9745,106.1258,136.8401,,4.444,1.675
2007-11-19,,,,98.2979,98.0361,,26.01,94.4111,25.8939,,98.8904,,97.6082,1433.27,4226.7,7.43,86.72,101.21,102.0,106.07,113.015625,,137.03,,4.9589,2391.1171,5561.0992,107.4898,120.2359,106.1258,137.8931,,4.379,1.6760000000000002
2007-11-20,,,,98.1962,97.9951,,24.88,94.4304,24.2296,,98.8419,,97.8803,1439.7,4277.24,7.51,86.49,101.0,101.0,105.4,113.15625,,136.98,,5.0165,2401.9713,5627.595,107.2048,119.9864,105.0853,137.0221,,4.3629999999999995,1.6800000000000002
2007-11-21,,,,97.8951,97.897,,26.84,94.0216,26.3075,,98.5709,,97.2861,1416.77,4195.58,8.17,87.17,101.77,99.1,106.14,113.390625,,137.3,,4.9378,2363.8571,5520.1544,108.0476,120.9012,103.1085,137.9841,,4.336,1.653
2007-11-22,,,,97.9115,,,,,25.2801,,98.601,,97.649,,4208.92,,,,,,,,137.3,,4.9519,,5537.7059,,,,,,,1.653
2007-11-23,,,,98.0856,98.0681,,25.61,94.7612,24.2141,,98.7077,,98.0217,1440.7,4268.53,8.13,86.91,101.25,98.91,105.61,113.453125,,,,4.883,2404.0399,5616.1352,107.7254,120.2834,102.9108,137.2951,,4.328,
2007-11-26,,,,98.0899,97.8722,,28.91,94.1711,25.3639,,98.7937,,98.2877,1407.21,4238.0,8.97,88.1001,102.17,100.0,107.36,114.59375,,136.79,,4.6672,2348.1696,5575.9667,109.2005,121.3763,104.0449,139.5702,,4.198,1.696
2007-11-27,,,,98.1072,97.9078,,26.28,94.6392,24.8939,,98.7489,,98.1581,1428.23,4224.44,8.98,87.28,101.75,100.15,106.44,113.953125,,136.89,,4.7417,2385.2935,5558.1257,108.184,120.8774,104.201,138.3741,,4.271,1.688
2007-11-28,,,,98.1747,98.2073,,24.11,95.625,22.9455,,98.8971,,98.7093,1469.02,4321.74,8.18,86.9701,101.5,101.1,105.7,113.421875,,137.1,,4.8087,2454.174,5686.3679,107.7999,120.5804,105.1894,137.4121,,4.332,1.67
2007-11-29,,,,98.2905,98.189,,23.97,95.7741,22.1864,,98.8955,,98.8671,1469.72,4347.0,8.53,87.46,101.79,101.6,106.1,114.0,,136.96,,4.6949,2455.5206,5719.604,108.4071,120.9249,105.7096,137.9321,,4.266,1.682
2007-11-30,,,,98.4252,98.2492,,22.87,95.8599,20.4255,,99.0616,,99.4682,1481.14,4394.95,8.18,87.58,101.99,102.01,106.62,113.921875,,137.03,,4.6899,2474.6033,5783.1306,108.5558,121.1625,106.1362,138.6082,,4.275,1.6760000000000002
2007-12-03,,,,98.4609,98.1169,,23.61,95.5974,20.2177,,98.99,,99.2119,1472.42,4371.67,8.77,87.63,102.13,102.39,106.2,114.578125,,137.33,,4.605,2460.1189,5752.4974,108.9839,121.8118,107.1999,138.6561,,4.2,1.65
2007-12-04,,,,98.362,98.104,,23.79,95.5464,21.1889,,98.8592,,98.7681,1462.79,4339.1,8.93,87.71,101.74,102.0,106.25,114.65625,,137.65,,4.6782,2444.0377,5709.6399,109.0834,121.3466,106.7916,138.7214,,4.191,1.623
2007-12-05,,,,98.3395,98.1229,,22.53,96.0282,19.1296,,98.9031,,99.1258,1485.01,4410.0,8.74,87.38,101.55,100.8,105.85,114.703125,,137.17,,4.7453,2482.4668,5802.9343,108.673,121.12,105.5352,138.1991,,4.185,1.6640000000000001
2007-12-06,,,,98.4198,98.2577,,20.96,96.6802,18.9496,,98.8633,,99.1033,1507.35,4414.66,8.26,86.92,101.44,101.7,105.07,114.171875,,136.45,,4.7896,2520.0421,5809.0662,108.1009,120.9888,106.4775,137.1808,,4.246,1.725
2007-12-07,,,,98.453,98.2767,,20.85,96.6165,17.777,,98.9636,,99.5133,1504.66,4446.34,8.05,86.36,100.86,101.65,104.17,113.3125,,136.43,,4.939,2515.5724,5850.7526,107.4044,120.2971,106.4251,136.0057,,4.345,1.7269999999999999
2007-12-10,,,,98.5592,98.4255,,20.74,97.1341,18.3706,,99.0296,,99.9027,1515.96,4465.52,8.19,86.16,100.66,101.5,104.24,113.171875,,136.47,,4.9984,2534.5576,5875.9907,107.1557,120.0585,106.2681,136.0971,,4.361,1.724
2007-12-11,,,,98.6542,98.1634,,23.59,95.826,18.73,,99.1024,,100.0002,1477.65,4449.95,8.32,87.34,101.15,101.4,105.25,114.390625,,136.32,,4.809,2470.533,5855.5028,108.6232,120.6429,106.1634,137.4158,,4.221,1.737
2007-12-12,,,,98.7884,98.2944,,22.47,96.3151,17.3886,,99.1615,,100.1682,1486.59,4469.47,8.15,86.61,101.05,101.95,104.92,113.734375,,136.65,,4.914,2485.8041,5881.1884,107.7153,120.5237,106.7392,136.9849,,4.296,1.708
2007-12-13,,,,98.7568,98.3515,,22.56,96.5358,20.4149,,99.0967,,99.8205,1488.41,4370.76,8.08,85.97,100.66,101.9,104.32,113.21875,,136.74,,4.9816,2488.9337,5751.3,106.9194,120.0585,106.6869,136.2016,,4.355,1.701
2007-12-14,,,,98.788,98.3291,,23.27,96.3347,19.8926,,99.1313,,99.9268,1467.95,4384.65,7.8100000000000005,85.72,100.38,102.05,103.14,112.796875,,136.46,,5.0401,2454.7617,5769.5773,106.6084,119.7246,106.8439,134.6609,,4.404,1.725
2007-12-17,,,,98.7221,98.1922,,24.52,96.1068,21.746,,99.0929,,99.6264,1445.9,4312.47,7.73,86.23,100.53,101.5,104.1452,113.171875,,136.48,,4.9344,2417.9465,5675.162,107.2427,119.9035,106.2681,135.9733,,4.361,1.7229999999999999
2007-12-18,,,,98.7074,98.2749,,22.64,96.194,21.0846,,99.0713,,99.6248,1454.98,4309.14,7.9399999999999995,86.4,101.06,101.6,104.46,113.640625,,136.65,,4.9074,2433.1503,5670.7798,107.4542,120.5356,106.3728,136.3843,,4.307,1.708
2007-12-19,,,,98.685,98.2575,,21.68,96.1439,20.4808,,99.0801,,99.6547,1453.0,4301.34,8.12,87.09,101.27,102.1,105.28,113.75,,136.96,,4.7795,2429.9154,5660.5151,108.3123,120.7861,106.8963,137.4549,,4.294,1.682
2007-12-20,,,,98.6906,98.1966,,20.58,96.0678,19.1525,,99.0629,,99.5364,1460.12,4314.7,8.47,86.95,101.18,101.88,104.77,113.515625,,136.85,,4.8325,2442.4594,5678.0967,108.1382,120.6787,106.6659,136.7891,,4.321,1.6909999999999998
2007-12-21,,,,98.6688,98.2075,,18.47,96.1489,17.2417,,99.1391,,99.9138,1484.46,4384.55,7.88,86.32,100.74,102.2,104.66,112.4375,,136.49,,4.9658,2483.5555,5770.0185,107.3547,120.1539,107.001,136.6455,,4.446,1.722
2007-12-24,,,,98.6855,98.2703,,18.6,96.3358,,,99.1397,,100.0173,1496.45,4388.38,8.33,86.07,100.77,101.8399,104.13,112.09375,,,,5.0154,2503.6395,5775.0587,107.0437,120.1897,106.6239,135.9535,,4.486,
2007-12-25,,,,,,,,,,,,,,,,,,,,,,,136.05,,5.0131,,,,,,,,,1.76
2007-12-26,,,,,98.2822,,18.66,96.2859,,,,,,1497.66,,7.79,85.66,100.46,101.39,104.16,111.59375,,136.3,,5.0865,2505.712,,106.5338,119.82,106.1529,135.9927,,4.5440000000000005,1.738
2007-12-27,,,,98.6662,98.2562,,20.26,96.1877,18.366,,99.1915,,100.0936,1476.37,4404.61,7.92,85.92,100.6,101.49,104.312,112.21875,,136.3,,5.0066,2470.6476,5796.4172,107.2467,120.4743,106.8492,136.7983,,4.471,1.738
2007-12-28,,,,98.6903,98.2506,,20.74,96.2263,18.0605,,99.1724,,100.0727,1478.49,4404.64,8.05,86.61,101.14,100.5,104.64,112.90625,,136.81,,4.8725000000000005,2474.2531,5796.4567,108.1079,121.121,105.8069,137.2284,,4.391,1.6949999999999998
