ticker,IHYG EU Equity,ITRXESE CBBT Curncy,IBOXUMAE CBBT Curncy,ERIXITSE Index,ERIXCDIG Index,IBOXHYSE CBBT Curncy,ERINCDHY Index,VIX Index,ITRXEBE CBBT Curncy,V2X Index,ERIXITEU Index,ITRXEXE CBBT Curncy,ERIXITXO Index,SPX Index,SX5E Index,TYVIX Index,IEF Equity,AGG Equity,HYG Equity,LQD Equity,TY1 Comdty,SPJGBV Index,JB1 Comdty,SRVIX Index,USFS0110 CMPN Curncy,SPX Index,SX5E Index,IEF Equity,AGG Equity,HYG Equity,LQD Equity,IHYG EU Equity,TY1 Comdty,JB1 Comdty
2008-01-10,,,,98.1363,97.6058,,94.1711,23.45,,22.1956,98.4648,,97.7358,1420.33,4237.62,7.19,88.01,102.07,97.69,105.73788,114.8125,,137.76,,4.6948,2377.8179,5579.1936,109.8554,122.2348,102.8485,138.66821,,4.173,1.6139999999999999
2008-01-11,,,,98.1949,97.4169,,93.8213,23.68,,21.6025,98.486,,97.8433,1401.02,4225.31,7.54,88.57,102.51,97.9,106.51,115.4375,,138.01,,4.5952,2345.6291,5562.9865,110.5544,122.7617,103.0696,139.6808,,4.102,1.593
2008-01-14,,,,98.1708,97.4559,,93.8995,22.9,,21.8863,98.4562,,97.6622,1416.25,4236.68,7.67,88.61,102.59,97.5552,106.07,115.5,,,,4.5774,2371.141,5577.956,110.6044,122.8575,102.7066,139.10377,,4.095,
2008-01-15,,,,98.2356,97.3431,,93.4495,23.34,,23.6132,98.4611,,97.6507,1380.95,4140.94,7.65,89.19,102.96,97.81,106.64,116.09375,4.07,137.94,,4.4424,2312.0581,5452.9099,111.3283,123.3006,102.9749,139.85128,,4.029,1.599
2008-01-16,,,,98.1791,97.2807,,93.1478,24.38,,24.3042,98.4129,,97.1746,1373.2,4108.34,7.55,89.02,102.65,97.7,106.48,116.03125,4.04,138.21,,4.5466999999999995,2299.3445,5409.9813,111.1161,122.9293,102.8591,139.64145,,4.036,1.576
2008-01-17,,,,98.1615,96.9748,,92.3084,28.46,,24.2938,98.3062,,96.5055,1333.25,4065.76,7.7,89.74,103.27,97.01,106.98,116.546875,3.88,138.11,,4.4514,2232.5401,5353.9107,112.0148,123.6718,102.1326,140.29717,,3.9779999999999998,1.584
2008-01-18,,,,97.9821,96.9028,,92.0564,27.18,,25.4405,98.2288,,96.2022,1325.19,3995.17,8.05,89.61,103.25,97.77,106.8,116.671875,3.95,138.13,,4.4603,2219.0924,5260.9558,111.8526,123.6479,102.9328,140.06111,,3.964,1.583
2008-01-21,,,,97.4476,,,,,,34.96,97.9028,,94.8332,,3703.05,,,,,,,3.95,138.46,,4.4664,,4876.2837,,,,,,,1.5550000000000002
2008-01-22,,,,97.4066,96.5688,,91.2482,31.01,,33.7934,97.8664,,94.8498,1310.5,3753.68,9.23,90.615,103.41,97.09,107.03,117.828125,3.99,138.82,,4.2981,2194.5,4942.9547,113.107,123.8395,102.2169,140.36274,,3.8369999999999997,1.525
2008-01-23,,,,97.3913,96.9122,,92.3662,29.02,,40.2484,97.8754,,94.9832,1338.6,3577.99,10.01,90.19,103.1,97.28,107.17,118.203125,4.0,138.71,,4.5395,2241.6074,4711.6011,112.5765,123.4682,102.4169,140.54634,,3.795,1.534
2008-01-24,,,,97.7088,97.1604,,93.0183,27.78,,34.8708,98.1691,,96.1906,1352.07,3809.07,10.28,89.37,102.84,98.5,106.26,116.671875,4.14,138.26,,4.6309000000000005,2264.2232,5015.8939,111.553,123.1569,103.7013,139.35294,,3.964,1.572
2008-01-25,,,,97.9564,97.0853,,92.6563,29.08,,33.6983,98.3471,,96.4367,1330.61,3777.06,10.08,90.2,103.02,98.65,107.41,117.046875,4.28,137.36,,4.4136,2228.3038,4977.1895,112.589,123.3724,103.8592,140.86109,,3.923,1.6480000000000001
2008-01-28,,,,97.7888,97.0637,,92.7828,27.78,,33.4194,98.2377,,96.0654,1353.97,3765.41,10.14,89.87,103.22,98.2,107.38,117.0,4.47,138.08,,4.4448,2267.4551,4961.8378,112.1771,123.612,103.3855,140.82174,,3.928,1.587
2008-01-29,,,,97.7314,97.2794,,93.4179,27.32,,31.8875,98.3614,,96.6064,1362.3,3810.01,9.38,89.51,102.9,98.3,107.2,116.53125,4.79,137.5,,4.5455,2281.5293,5020.6091,111.7278,123.2287,103.4908,140.58569,,3.98,1.6360000000000001
2008-01-30,,,,97.8544,97.014,,92.8134,27.62,,32.2981,98.2857,,96.3326,1355.81,3789.31,8.63,89.467,103.06,98.68,107.18,116.0,4.46,137.8,,4.5784,2270.8065,4993.3318,111.6741,123.4203,103.8908,140.55946,,4.039,1.611
2008-01-31,,,,97.5999,96.9866,,92.4721,26.2,,30.0471,97.9874,,95.3067,1378.55,3792.8,9.19,89.93,103.51,98.88,107.53,116.71875,4.2,137.75,,4.4955,2309.2777,4997.9307,112.252,123.9592,104.1014,141.01846,,3.959,1.615
2008-02-01,,,,97.5463,97.0656,,92.6472,24.02,,27.4687,98.025,,95.6825,1395.41,3867.47,8.56,89.94,102.99,98.27,107.49,117.046875,4.09,137.86,,4.5038,2337.5342,5098.2471,112.6148,123.8331,104.1581,141.61338,,3.923,1.605
2008-02-04,,,,97.5268,96.9572,,92.105,25.99,,27.218,97.9974,,95.5379,1380.82,3867.16,8.84,89.44,102.93,98.295,107.2,116.8125,4.27,137.36,,4.5655,2313.127,5097.8384,111.9887,123.761,104.1846,141.23132,,3.949,1.6480000000000001
2008-02-05,,,,97.2123,96.6341,,91.3118,28.24,,31.9584,97.6979,,94.3791,1336.64,3717.08,9.22,90.07,103.25,97.5,107.57,117.4375,4.3,137.2,,4.5055,2239.328,4899.9972,112.7776,124.1458,103.3419,141.71878,,3.88,1.661
2008-02-06,,,,97.1615,96.4187,,90.8208,28.97,,30.5677,97.6044,,94.0901,1326.45,3760.12,9.08,89.91,103.17,97.3,106.99,117.3125,4.4,138.08,,4.5424,2223.1551,4956.7342,112.5772,124.0496,103.1299,140.95465,,3.893,1.587
2008-02-07,,,,97.0926,96.3547,,90.4269,27.66,,31.8031,97.5222,,93.7521,1336.91,3699.29,8.99,88.9,102.26,96.89,105.76,116.53125,4.36,137.84,,4.7519,2241.2328,4876.5457,111.3126,122.9554,102.6954,139.33418,,3.98,1.607
2008-02-08,,,,96.9073,96.1318,,89.631,28.01,,31.692,97.3278,,93.6007,1331.29,3701.17,9.46,89.65,102.75,96.16,106.16,117.078125,4.51,137.95,,4.6197,2231.849,4879.024,112.2517,123.5446,101.9216,139.86116,,3.919,1.5979999999999999
2008-02-11,,,,96.8002,95.9097,,89.1868,27.6,,31.9443,97.0693,,92.8355,1339.13,3678.16,9.56,89.85,102.97,95.4,106.48,117.328125,,,,4.6064,2245.1011,4848.6914,112.5021,123.8091,101.1161,140.28275,,3.892,
2008-02-12,,,,96.3803,95.6062,,89.1178,26.33,,28.6393,96.9274,,92.7092,1348.86,3803.76,9.4,89.66,102.93,95.76,106.33,116.890625,4.43,138.13,,4.6612,2261.5118,5014.2621,112.2642,123.761,101.4977,140.08513,,3.94,1.583
2008-02-13,,,,96.5914,95.8323,,90.2238,24.88,,27.9293,97.0267,,93.0236,1367.21,3803.21,9.27,89.28,102.32,95.51,105.26,116.984375,4.39,137.94,,4.756,2293.1542,5013.5371,111.7884,123.0276,101.2327,138.67545,,3.93,1.599
2008-02-14,,,,96.7052,95.7325,,89.9124,25.54,,28.0832,97.095,,93.5827,1348.86,3797.89,9.66,88.79,102.0,95.98,105.03,116.234375,4.53,137.45,,4.9042,2262.4504,5006.524,111.1749,122.6428,101.7308,138.37244,,4.013,1.6400000000000001
2008-02-15,,,,96.4108,95.5137,,89.2701,25.02,,29.3659,96.7724,,92.5247,1350.0,3719.28,9.62,88.98,101.95,95.74,105.37,116.4375,4.42,137.47,,4.839,2264.4898,4902.8973,111.4128,122.5827,101.4765,138.82037,,3.99,1.638
2008-02-18,,,,96.3265,,,,,,28.0062,96.8078,,92.6327,,3795.12,,,,,,,4.53,137.45,,4.8437,,5002.8725,,,,,,,1.6400000000000001
2008-02-19,,,,96.1789,95.227,,88.4085,25.59,,27.8149,96.5761,,92.1884,1348.78,3805.27,9.91,88.34,101.46,95.25,104.33,115.625,4.46,137.35,,5.0044,2262.6412,5016.2526,110.6114,121.9935,100.9571,137.45022,,4.081,1.649
2008-02-20,,,,95.5397,95.1208,,88.9488,24.4,,29.0684,95.865,,91.3587,1360.03,3758.47,10.07,88.26,101.3,95.5,104.56,115.296875,4.16,137.75,,4.9603,2281.6394,4954.5591,110.5113,121.8011,101.2221,137.75323,,4.118,1.615
2008-02-21,,,,95.6378,95.0959,,88.7982,25.12,,28.3885,96.208,,91.9562,1342.53,3778.21,9.9,89.17,102.13,95.83,105.28,116.484375,4.38,137.08,,4.8137,2253.0621,4980.5811,111.6507,122.7991,101.5719,138.7018,,3.985,1.6720000000000002
2008-02-22,,,,95.811,95.2472,,89.3711,24.06,,28.7621,96.1884,,92.2707,1353.11,3737.11,9.99,88.92,101.59,96.0,104.866,116.5,4.17,137.49,,4.875,2271.0584,4926.4015,111.3376,122.1498,101.752,138.15637,,3.983,1.637
2008-02-25,,,,96.0608,95.7264,,90.5,23.03,,27.8544,96.416,,93.1692,1371.8,3798.99,10.07,88.33,101.23,96.29,104.2,115.625,4.36,137.15,,4.9683,2302.4725,5007.9741,110.5989,121.717,102.0594,137.27895,,4.081,1.666
2008-02-26,,,,96.4381,95.9874,,90.4871,21.9,,25.8832,96.9858,,93.4252,1381.29,3855.03,9.43,88.55,101.72,96.91,104.95,115.953125,4.17,137.24,,4.9085,2318.4121,5081.8482,110.8744,122.3061,102.7166,138.26704,,4.045,1.658
2008-02-27,,,,96.4473,95.8287,,90.0294,22.69,,25.249,96.9863,,93.2562,1380.02,3856.69,9.29,88.76,101.9299,96.89,104.85,116.0625,4.14,137.21,,4.8831,2316.8409,5084.0364,111.1373,122.5585,102.6954,138.13529,,4.032,1.6600000000000001
2008-02-28,,,,96.2568,95.2925,,89.1375,23.53,,26.0736,96.7445,,92.597,1367.68,3784.27,9.47,89.8,102.54,96.75,105.61,117.140625,4.23,137.7,,4.6974,2296.3932,4988.5696,112.4395,123.2921,102.547,139.13656,,3.912,1.619
2008-02-29,,,,95.6006,94.7705,,88.7388,26.54,,28.6914,96.053,,91.5648,1330.63,3724.5,9.94,90.76,102.93,96.38,106.28,118.6875,4.48,138.47,,4.5407,2234.2596,4909.7785,113.6415,123.761,102.1548,140.01926,,3.743,1.554
2008-03-03,,,,95.5017,94.833,,88.6362,26.28,,30.8962,95.9573,,91.4262,1331.34,3675.51,10.02,90.2501,102.53,95.79,105.83,118.703125,4.59,138.7,,4.5737,2235.4991,4845.706,113.3538,123.7402,102.1823,140.01699,,3.741,1.5350000000000001
2008-03-04,,,,95.5606,94.7806,,88.7321,25.52,,31.4554,95.9684,,91.7472,1326.75,3610.2,10.33,89.91,102.09,95.68,105.21,118.578125,4.45,138.44,,4.7128,2227.8128,4759.6028,112.9266,123.2092,102.0649,139.19671,,3.754,1.557
2008-03-05,,,,95.5592,94.8234,,88.964,24.6,,29.753,96.1184,,92.2759,1333.7,3684.54,9.85,89.52,101.44,95.945,104.47,118.0,4.62,138.74,,4.8685,2240.5934,4857.6109,112.4367,122.4247,102.3476,138.21766,,3.818,1.532
2008-03-06,,,,95.5028,94.0916,,87.7758,27.55,,30.6213,95.6379,,91.3446,1304.34,3617.68,10.13,90.24,101.29,95.7,104.33,118.53125,4.75,138.89,,4.8434,2191.6165,4769.4643,113.3411,122.2437,102.0863,138.03243,,3.76,1.5190000000000001
2008-03-07,,,,94.6712,94.3206,,87.8375,27.49,,31.556,95.365,,91.0292,1293.37,3576.68,10.23,90.55,101.6,95.5,104.11,119.3125,4.85,139.05,,4.7579,2173.2217,4715.4109,113.7304,122.6178,101.8729,137.74136,,3.675,1.506
2008-03-10,,,,94.6083,93.7408,,87.412,29.38,,32.0537,95.0532,,90.6665,1273.37,3546.1,10.25,91.2,102.14,95.28,104.09,120.09375,4.48,139.5,,4.6727,2139.7091,4675.0949,114.5468,123.2695,101.6382,137.7149,,3.591,1.4689999999999999
2008-03-11,,,,94.3186,94.3798,,88.4531,26.36,,29.7674,95.086,,91.114,1320.65,3606.59,9.51,90.207,101.52,95.52,102.9,118.703125,4.8,139.35,,4.6779,2219.2273,4754.8435,113.2996,122.5213,101.8943,136.14049,,3.741,1.4809999999999999
2008-03-12,,,,94.6959,94.1578,,88.2194,27.22,,28.7552,95.3522,,91.8302,1308.77,3647.64,9.39,91.25,102.56,95.5,104.14,119.71875,4.44,139.44,,4.5399,2199.8911,4808.9629,114.6096,123.7764,101.8729,137.78106,,3.6310000000000002,1.474
2008-03-13,,,,94.2487,93.9625,,87.9686,27.29,,29.6542,94.8902,,91.076,1315.48,3599.58,9.57,90.77,102.12,94.83,103.01,119.59375,4.82,139.93,,4.587,2211.2597,4745.6017,114.0067,123.2454,101.1582,136.28602,,3.644,1.434
2008-03-14,,,,94.2821,93.8236,,87.6818,31.16,,31.5852,94.9391,,91.2318,1288.14,3566.59,10.11,91.71,102.55,94.26,102.95,120.90625,4.7,140.27,,4.5116,2165.3515,4702.1084,115.1874,123.7643,100.5502,136.20664,,3.504,1.4060000000000001
2008-03-17,,,,94.1951,94.0548,,87.5621,32.24,,37.0497,94.8705,,91.0386,1276.6,3431.82,10.84,92.17,102.99,93.82,103.79,121.6875,5.7,141.7,,4.2882,2146.2728,4524.4308,115.7651,124.2954,100.0808,137.31799,,3.421,1.291
2008-03-18,,,,95.3621,94.9667,,89.0837,25.79,,33.1468,95.8963,,92.566,1330.74,3558.66,9.58,91.54,102.75,95.2,103.6,120.703125,6.1,141.0,,4.4547,2237.3519,4691.6537,114.9739,124.0057,101.5529,137.06662,,3.525,1.347
2008-03-19,,,,95.914,94.9226,,88.7544,29.84,,31.3786,96.3227,,92.9842,1298.42,3529.54,9.83,92.33,103.06,95.3,104.05,120.9375,6.29,141.24,,4.2556,2183.0442,4653.2626,115.9661,124.3799,101.6596,137.66198,,3.5,1.328
2008-03-20,,,,95.7311,95.0374,,89.0199,26.62,,30.3668,96.1933,,92.4538,1329.51,3505.9,9.62,92.53,103.42,95.75,104.6,119.828125,,,,4.2424,2235.3109,4622.0962,116.2173,124.8143,102.1396,138.38965,,3.6189999999999998,
2008-03-21,,,,,,,,,,,,,,,,,,,,,,6.31,140.9,,4.2583,,,,,,,,,1.355
2008-03-24,,,,,95.8925,,90.5045,25.73,,,,,,1349.88,,10.14,90.9,102.66,96.482,104.4,118.21875,5.27,140.65,,4.4952,2269.5693,,114.17,123.8971,102.9204,138.12505,,3.794,1.375
2008-03-25,,,,96.8922,96.026,,91.0479,25.72,,28.7098,97.1873,,94.6342,1352.98,3632.59,10.14,91.22,102.85,96.73,104.87,118.53125,5.06,140.5,,4.4407,2274.8079,4789.1213,114.5719,124.1264,103.185,138.74687,,3.76,1.387
2008-03-26,,,,96.6626,95.7294,,90.931,26.08,,28.655,96.9857,,94.1377,1341.13,3611.45,9.99,91.29,102.55,96.505,104.998,118.65625,5.02,140.44,,4.4127,2254.9661,4761.2508,114.6599,123.7643,102.945,138.91622,,3.746,1.392
2008-03-27,,,,96.7787,95.428,,90.6192,25.88,,27.129,97.0091,,94.3276,1325.76,3652.11,9.45,91.17,102.59,96.19,104.36,118.359375,4.86,140.77,,4.5282,2229.6001,4814.856,114.5091,123.8126,102.609,138.07212,,3.778,1.366
2008-03-28,,,,96.6867,95.3812,,90.052,25.71,,26.2793,96.9141,,93.9904,1315.22,3641.05,9.13,91.53,102.84,96.24,104.92,118.703125,4.58,140.67,,4.4341,2211.965,4802.1501,114.9613,124.1143,102.6623,138.81302,,3.741,1.374
2008-03-31,,,,96.2871,95.3304,,90.1011,25.61,,27.3083,96.6318,,93.2634,1322.7,3628.06,9.3,91.69,102.68,96.6647,105.2,118.953125,4.75,140.52,,4.3838,2224.6004,4785.0177,115.1623,123.9212,103.1153,139.18347,,3.714,1.3860000000000001
2008-04-01,,,,96.8388,95.8975,,90.5088,22.68,,24.6244,97.1193,,94.5058,1370.18,3753.55,9.01,90.58,101.57,96.45,104.52,117.71875,4.77,139.8,,4.5277,2304.4549,4950.5254,114.1586,123.0826,103.5707,138.96204,,3.849,1.444
2008-04-02,,,,97.2629,96.424,,91.2977,23.43,,24.5911,97.5846,,95.3797,1367.53,3797.9,8.49,90.28,101.62,96.5,104.7,117.421875,4.86,139.55,,4.5609,2300.459,5009.0182,113.7805,123.1431,103.6244,139.20135,,3.8810000000000002,1.465
2008-04-03,,,,97.4959,96.6575,,91.571,23.21,,25.1853,97.8062,,95.8338,1369.31,3774.94,8.18,90.275,101.6,96.33,104.75,117.421875,4.84,139.48,,4.5617,2303.4685,4978.7365,113.7742,123.1189,103.4418,139.26783,,3.8810000000000002,1.471
2008-04-04,,,,98.0172,96.8819,,92.4326,22.45,,23.8251,98.1488,,97.0387,1370.4,3795.2,7.78,90.97,102.46,96.7,106.02,118.3125,4.85,139.65,,4.397,2305.3364,5005.4572,114.6501,124.1611,103.8391,140.95632,,3.783,1.457
2008-04-07,,,,98.2326,96.8118,,92.4422,22.42,,23.3615,98.3184,,97.4724,1372.54,3828.46,7.63,90.37,102.448,97.47,106.14,117.484375,4.48,139.43,,4.4596,2308.9526,5049.3235,113.8939,124.1465,104.666,141.11587,,3.874,1.475
2008-04-08,,,,97.7177,96.4886,,91.4963,22.36,,24.0381,97.9086,,96.6807,1365.54,3810.51,7.45,90.38,102.444,97.8,105.762,117.46875,4.66,139.77,,4.4932,2297.9527,5025.6494,113.9065,124.1417,105.0203,140.61331,,3.876,1.447
2008-04-09,,,,97.3987,96.2533,,91.0998,22.81,,24.136,97.529,,95.9296,1354.49,3775.93,7.72,90.92,102.89,96.95,105.45,118.1875,4.59,139.72,,4.4318,2279.5385,4980.0422,114.5871,124.6821,104.1076,140.19849,,3.797,1.451
2008-04-10,,,,97.0976,96.3084,,91.3734,21.98,,23.7622,97.4146,,95.7171,1360.55,3758.05,7.75,90.56,102.57,97.3,105.548,117.546875,4.78,140.08,,4.4838000000000005,2289.8462,4963.6776,114.1333,124.2944,104.4834,140.32879,,3.867,1.422
2008-04-11,,,,97.3699,96.0156,,90.9012,23.46,,24.7553,97.5137,,95.829,1332.83,3699.99,7.78,90.95,102.79,96.52,105.65,118.203125,4.73,139.31,,4.4065,2243.3433,4886.9912,114.6249,124.561,103.6458,140.4644,,3.795,1.4849999999999999
2008-04-14,,,,97.3597,95.9446,,91.1801,23.82,,25.933,97.2495,,95.1451,1328.32,3671.28,7.92,90.72,102.67,96.86,105.0,117.921875,4.99,139.9,,4.4971,2235.7822,4849.0707,114.335,124.4155,104.0109,139.60021,,3.826,1.436
2008-04-15,,,,97.4784,96.2659,,91.635,22.78,,25.0443,97.3969,,95.1249,1334.43,3690.75,8.19,90.31,102.12,96.85,104.78,117.40625,5.04,139.63,,4.6109,2246.0889,4874.7869,113.8183,123.749,104.0002,139.30771,,3.883,1.458
2008-04-16,,,,97.9913,96.7269,,92.7393,20.53,,22.9991,97.8732,,96.1123,1364.71,3748.56,8.53,89.7,101.75,97.2725,104.18,116.59375,4.85,139.49,,4.7165,2297.3061,4951.1431,113.0495,123.3007,104.4539,138.51,,3.973,1.47
2008-04-17,,,,98.2427,96.8556,,92.9316,20.37,,23.3232,98.1999,,96.6976,1365.56,3725.23,8.56,89.49,101.73,97.37,104.45,116.359375,4.92,138.89,,4.7114,2298.8021,4920.3285,112.7848,123.2764,104.5586,138.86897,,3.999,1.5190000000000001
2008-04-18,,,,98.6295,97.1855,,93.7722,20.13,,21.6331,98.5605,,97.7371,1390.33,3808.59,8.02,89.4,102.0,98.03,104.91,116.140625,5.08,138.6,,4.6278,2340.515,5038.2465,112.6714,123.6036,105.2673,139.48055,,4.024,1.544
2008-04-21,,,,98.4134,97.2306,,93.6943,20.5,,22.3629,98.3127,,97.3067,1388.17,3769.89,7.86,89.41,102.013,97.87,104.57,116.390625,5.02,138.04,,4.6426,2336.9322,4989.1162,112.684,123.6194,105.0955,139.02851,,3.996,1.5899999999999999
2008-04-22,,,,98.704,97.0392,,93.4558,20.87,,22.9447,98.4724,,97.6593,1375.94,3736.12,7.86,89.48,102.16,98.0,104.34,116.25,5.33,137.79,,4.5705,2316.393,4944.4246,112.7722,123.7975,105.2351,138.72272,,4.011,1.611
2008-04-23,,,,98.8567,97.0234,,93.6367,20.26,,22.2164,98.5471,,97.9219,1379.93,3763.55,7.92,89.39,102.06,98.4,104.66,116.078125,4.75,137.85,,4.6348,2323.124,4980.7257,112.6588,123.6763,105.6646,139.14817,,4.031,1.6059999999999999
2008-04-24,,,,98.6143,97.0855,,93.9381,20.06,,21.3973,98.3712,,97.7924,1388.82,3761.96,8.0,88.69,101.68,98.43,104.52,115.3125,4.93,137.08,,4.7377,2338.0939,4988.3014,111.7766,123.2159,105.6968,138.96204,,4.117,1.6720000000000002
2008-04-25,,,,98.7965,97.3301,,94.5135,19.59,,20.9661,98.6634,,98.5868,1397.84,3794.39,7.88,88.57,101.58,98.9,104.57,115.0625,5.83,135.59,,4.7812,2353.3144,5040.7951,111.6253,123.0947,106.2015,139.02851,,4.145,1.8
2008-04-28,,,,98.9804,97.6045,,94.6706,19.64,,21.0962,98.9638,,99.6244,1396.37,3814.76,8.41,88.73,101.83,99.48,105.07,115.34375,5.39,135.6,,4.7269,2350.9339,5070.4722,111.827,123.3976,106.8244,139.69327,,4.113,1.799
2008-04-29,,,,98.9298,97.6014,,94.595,20.24,,21.5211,98.8549,,99.0305,1390.94,3793.63,8.23,88.89,101.98,99.19,105.4,115.390625,,,,4.7146,2341.8588,5042.3868,112.0286,123.5794,106.5129,140.13202,,4.108,
2008-04-30,,,,98.8524,97.5431,,94.6959,20.79,,20.8781,98.9267,,98.9992,1385.59,3825.02,7.87,89.17,102.6,99.29,105.99,115.8125,5.27,136.15,,4.6076,2332.947,5084.1095,112.3815,124.3307,106.6203,140.91644,,4.06,1.751
2008-05-01,,,,99.0158,97.9542,,95.5563,18.88,,,99.1867,,99.701,1409.34,3825.02,7.46,88.88,102.1,100.82,106.15,115.734375,5.49,136.4,,4.6422,2373.3831,5084.1095,112.3689,124.1203,108.8729,141.74426,,4.069,1.73
2008-05-02,,,,99.3316,97.9832,,96.0977,18.18,,19.7693,99.3611,,100.6821,1413.9,3877.5,7.43,88.16,101.93,99.8,105.53,114.96875,6.13,135.75,,4.7489,2381.0591,5168.4476,111.4586,123.9136,107.7714,140.91636,,4.155,1.786
2008-05-05,,,,,97.7793,,95.6073,18.9,,19.9163,,,,1407.49,3872.15,7.83,88.29,101.97,99.64,105.68,115.078125,,,,4.7622,2370.4821,5161.3164,111.623,123.9623,107.5986,141.11666,,4.143,
2008-05-06,,,,99.0795,97.7017,,95.2493,18.21,,20.0878,99.0112,,99.7331,1418.26,3845.08,7.9399999999999995,88.01,101.64,98.93,105.0,114.84375,,,,4.8418,2388.7027,5125.2339,111.269,123.5611,106.8319,140.20864,,4.17,
2008-05-07,,,,99.036,97.2492,,94.4451,19.73,,19.5765,98.9246,,99.48,1392.57,3871.78,8.02,88.36,101.93,99.0,105.28,115.109375,5.86,135.47,,4.7469,2346.4099,5160.8232,111.7115,123.9136,106.9075,140.58253,,4.139,1.81
2008-05-08,,,,98.8512,97.1815,,93.8379,19.4,,19.947,98.632,,98.5162,1397.68,3855.86,8.13,88.93,102.19,98.79,105.745,115.796875,5.62,135.8,,4.6498,2355.1248,5139.6029,112.4321,124.2297,106.6807,141.20346,,4.062,1.782
2008-05-09,,,,98.7248,97.1714,,93.8828,19.41,,20.6725,98.6697,,98.4212,1388.28,3801.59,8.0,89.03,102.23,99.0,105.75,116.0625,5.66,136.6,,4.6579,2339.7705,5081.9488,112.5586,124.2783,106.9075,141.21013,,4.032,1.713
2008-05-12,,,,98.8362,97.402,,94.2456,17.79,,21.1972,98.7926,,98.9224,1403.58,3812.69,8.09,88.88,102.05,98.87,105.654,116.03125,5.8,136.25,,4.6807,2365.628,5098.7204,112.3689,124.0595,106.7671,141.08194,,4.036,1.7429999999999999
2008-05-13,,,,98.9534,97.4522,,94.401,17.98,,21.8017,98.8961,,99.2366,1403.04,3817.07,8.13,88.14,101.47,98.84,105.05,114.921875,5.92,136.11,,4.8257,2365.2547,5108.8462,111.4333,123.3544,106.7347,140.27541,,4.161,1.755
2008-05-14,,,,98.9214,97.5751,,94.8833,17.66,,19.6439,99.0433,,99.6576,1408.66,3857.46,8.0,88.11,101.62,98.7,105.10988,114.5625,6.76,134.97,,4.8057,2375.1429,5164.2614,111.3954,123.5368,106.5835,140.35536,,4.201,1.854
2008-05-15,,,,99.102,97.8251,,95.7158,16.3,,18.8714,99.1219,,99.9425,1423.57,3854.86,7.73,88.6,102.16,98.96,105.81,115.28125,6.53,135.15,,4.6569,2400.728,5160.7806,112.0149,124.1933,106.8643,141.29025,,4.12,1.838
2008-05-16,,,,99.2126,97.7837,,95.7231,16.47,,18.5667,99.2241,,100.2339,1425.35,3862.91,7.33,88.45,101.91,99.1,105.67,115.21875,6.91,134.71,,4.7027,2403.7877,5183.1479,111.8253,123.8893,107.0155,141.10331,,4.127,1.877
2008-05-19,,,,99.2772,97.797,,95.9356,17.01,,18.245,99.3226,,100.8988,1426.63,3882.28,7.61,88.65,102.08,99.49,105.69437,115.40625,6.9,135.12,,4.6729,2406.0297,5235.8078,112.0781,124.096,107.4366,141.13586,,4.106,1.841
2008-05-20,,,,99.1146,97.7069,,95.5141,17.58,,20.0612,99.1006,,100.204,1413.4,3822.31,7.76,88.92,102.3,99.3,105.73,115.96875,6.9,135.47,,4.6343,2383.7099,5161.5786,112.4195,124.3634,107.2314,141.18343,,4.043,1.81
2008-05-21,,,,98.9124,97.3836,,94.9323,18.59,,19.9703,98.9113,,99.6277,1390.71,3794.13,7.64,88.71,102.16,99.12,105.265,115.640625,6.33,135.86,,4.6704,2345.6106,5123.5248,112.154,124.1933,107.0371,140.5625,,4.08,1.776
2008-05-22,,,,98.6354,97.1788,,94.3482,18.05,,19.5563,98.6855,,98.9736,1394.35,3793.03,7.92,88.13,101.55,98.97,104.11,114.734375,6.49,135.42,,4.7934,2352.1916,5129.5328,111.4207,123.4517,106.8751,139.02021,,4.182,1.815
2008-05-23,,,,98.4236,96.9684,,93.7874,19.55,,21.4552,98.3963,,97.9181,1375.93,3725.82,7.99,88.52,101.94,98.38,104.59,115.515625,6.49,134.35,,4.7412,2321.147,5039.9604,111.9138,123.9258,106.238,139.66116,,4.094,1.909
2008-05-26,,,,,,,,,,21.807,,,,,3724.9,,,,,,,6.6,134.48,,4.7333,,5046.0936,,,,,,,1.897
2008-05-27,,,,98.3238,97.1107,,93.9837,19.64,,21.6836,98.3987,,97.7942,1385.35,3711.03,8.34,88.09,101.37,97.83,103.96,114.8125,6.72,134.35,,4.8335,2337.0446,5029.682,111.3701,123.2329,105.644,138.81991,,4.173,1.909
2008-05-28,,,,98.6328,97.2391,,94.2712,19.07,,20.7966,98.6393,,98.4742,1390.84,3743.18,8.67,87.43,100.9,98.31,103.295,114.125,6.8,134.66,,4.9282,2346.7642,5073.256,110.5357,122.6615,106.1624,137.93192,,4.251,1.881
2008-05-29,,,,98.6896,97.2492,,94.5201,18.14,,19.9027,98.7579,,98.7216,1398.26,3752.24,9.11,87.02,100.62,98.215,102.79,113.703125,6.6899999999999995,134.1,,5.0091,2359.5615,5091.9222,110.0174,122.3211,106.0598,137.25758,,4.3,1.931
2008-05-30,,,,98.8182,97.3258,,94.8032,17.83,,19.6841,98.8135,,99.016,1400.38,3777.85,8.72,87.31,100.98,98.22,103.2,113.953125,6.92,134.45,,4.9882,2363.1644,5132.5148,110.384,122.7588,106.0652,137.80507,,4.271,1.9
